author,birth_date,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Rick Reilly,,,,,,,False
Christie Brinkley,1954-02-02,,,,,,True
William J. Mann,,,,,,,False
Newt Gingrich,1943-06-17,United States,,,,,True
Joe DeSantis,1957-09-24,,,,,,True
Albert S. Hanser,,,,,,,False
Maria Semple,1964-05-21,United States,,,,,True
Women's March Organizers,,,,,,,False
Condé Nast,,,,,,,True
Sui Ishida,,,,,,,True
Reiko Yoshida,1967-12-31,Japan,,,,,True
Mike Maden,,,,Crime_fiction; Realistic_fiction; Spy_fiction; Techno-thriller,,,True
Marc Cameron,,,,Crime_fiction; Military_fiction; Realistic_fiction; Spy_fiction; Techno-thriller; Thriller_(genre),,,True
Dick Couch,,United States,,,,,True
George Galdorisi,,,,,,,False
Barry Estabrook,,,,,,,False
Andrew Ross Sorkin,1977-02-19,United States,,,,,True
Tim Ferriss,,,,,,,False
Yuyuko Takemiya,1978-02-24,Japan,,,,,True
Zekkyo,,,,,,,False
Andrea Q. Robinson,,,,,,,False
Chesley McLaren,,,,,,,False
Michelle Bridges,1970-10-20,Australia,,,,,True
Arnold Schwarzenegger,1947-07-30,Austria,,,,,True
Peter Petre,,,,,,,False
Julian Lennon,1963-04-08,United Kingdom,,Pop_rock,,,True
Bart Davis,,,,,,,False
Douglas Conant,,,,,,,False
Mette Norgaard,,,,,,,False
Andre Dubus III,1959-09-11,,,,,,True
Neil McMahon,,,,Thriller_(genre),,,True
Lauret Savoy,,,,,,,False
Marc Benioff,1964-09-25,United States,,,,,True
Monica Langley,,,,,,,True
Ann Kidd Taylor,,,,,,,False
Benoit Denizet-Lewis,,,,,,,False
Dave Logan,,,,,,,True
John King,,,1679-08-14,,,,True
Halee Fischer-Wright,,,,,,,False
Sebastian Junger,,,,,,,True
Jia Tolentino,,,,,,,True
Michael Ritland,,,,,,,False
Donald Trump Jr,,,,,,,False
Marshall Goldsmith,1949-03-20,,,,,,True
Mark Reiter,,,,,,,False
Kenji Saitou,,,,,,,False
Akinari Nao,,,,,,,False
Bob Mehr,,,,,,,False
Alex Evanovich,,,,,,,False
Joelle Jones,,,,,,,False
Leah Remini,1970-06-15,,,,,,True
Rebecca Paley,,,,,,,False
Alan Ball,1945-05-12,Lancashire,2007-04-25,,,,True
Edward M. Kennedy,,,,,,,False
Sam Fox,,,,,,,True
Michael Stebner,,,,,,,False
Charles Portis,1933-12-28,,2020-02-17,Western_(genre),,,True
Jennifer Lopez,1969-07-24,United States,,,,,True
Lisa Birnbach,,,,,,,False
Kristin Cavallari,1987-01-05,United States,,,,,True
Janet Jackson,,,,,,,True
Michael Kranish,,,,,,,True
Marc Fisher,1958-12-15,,,,,,True
David Frum,1960-06-30,,,,,,True
Susan Dennard,1984-02-25,,,,,,True
Courtney Dasher,,,,,,,False
Young Kim,,,,,,,True
Young C. Kim,,,,,,,False
Kou Yaginuma,1973-02-14,Japan,,,,,True
Frank Costantini,,,,,,,False
Brian Sitts,,,,,,,False
Victoria Twead,,,,,,,False
Kevin Maney,,,,,,,False
Vivek Ranadive,,,,,,,False
Billy Connolly,,,,,,,True
Siegfried Engelmann,,,,,,,False
Phyllis Haddox,,,,,,,False
Elaine Bruner,,,,,,,False
David M. Brewster,,,,,,,False
Robin Sharma,,,,,,,True
Adam Verner,,,,,,,False
Stephen R. Covey,,,,,,,False
Sean Covey,,,,,,,False
Jeremy Irons,1948-09-19,United Kingdom,,,,,True
Saskia Maarleveld,,,,,,,False
Wynn Kapit,,,,,,,False
Lawrence M. Elson,,,,,,,False
Alex Trebek,,,,,,,True
Barbara O'Neal,,,,,,,True
Aidan Gillen,1968-04-24,Republic of Ireland,,,,,True
David Heath,1976-02-10,United States,,,,,True
Jim Roberts,1931-11-19,,2013-08-12,,,,True
A. G. Riddle,,,,,,,False
Stephen Bel Davies,,,,,,,False
Alex Haley,1921-08-11,,1992-02-10,,,,True
MALCOLM X,,,,,,,False
Malcolm X,,,,,,,True
Laurence Fishburne,1961-07-30,United States,,,,,True
Lauren Davidson,2001-10-01,Scotland,,,,,True
Pete Oswald,,,,,,,False
Santino Fontana,1982-03-21,,,,,,True
Rachel Hanna,,,,,,,False
Christy Lefteri,,,,,,,False
Art Malik,1952-11-13,Dominion of Pakistan,,,,,True
Henrietta Meire,,,,,,,False
The Beginner's Bible,,,,,,,False
Lucinda Berry,,,,,,,False
Amy Rubinate,,,,,,,False
Tara Sands,,,,,,,True
Coleen Marlo,,,,,,,False
Kimberly D. Moore,,,,,,,False
Stephanie Middleberg,,,,,,,False
Carole P. Roman,,,,,,,False
Bessel van der Kolk,,Netherlands,,,,,True
S. W. Kane,,,,,,,False
Kim Michele Richardson,,,,,,,True
Mozhan Marnò,1980-05-03,United States,,,,,True
Sophie Amoss,,,,,,,False
Sullivan Jones,,,,,,,False
Lisa Flanagan,,,,,,,False
Kristin Harmel,1979-05-04,United States,,,,,True
Madeleine Maby,,,,,,,False
Michael Maloney,,United States,,,,,True
Edward Herrmann,1943-07-21,,2014-12-31,,,,True
Dot Hutchison,,,,,,,False
Cara Natterson,,,,,,,False
Valorie Schaefer,,,,,,,False
Josee Masse,,,,,,,False
J. D. Salinger,,,,,,,False
Thomas Campbell,1882-02-19,United States,1966-03-18,,,,True
Edith Eger,1927-09-29,Slovakia,,,,,True
Tovah Feldshuh,1948-12-27,United States,,,,,True
Edith Eva Eger,,,,,,,False
Kenneth Branagh,1960-12-10,Northern Ireland,,,,,True
Alex Jennings,1957-05-10,Essex,,,,,True
Michael York,,,,,,,True
Lynn Redgrave,,,,,,,False
Derek Jacobi,1938-10-22,Essex,,,,,True
Jeremy Northam,,,,,,,False
Isabella Maldonado,,,,,,,False
Roxanne Hernandez,,,,,,,False
Adam Grupper,,,,,,,False
Dorothy Calimeris,,,,,,,False
Lulu Cook,,,,,,,False
Jason Fung,,,,,,,True
Jimmy Moore,,,2005-03-16,,,,True
. Jason Fung,,,,,,,False
Amy Ramos,,,,,,,False
America's Test Kitchen,,,,,,,False
Delegates of the Constitutional Convention,,,,,,,False
Caitlin Kelly,,,,,,,False
Judy Hall,1922-07-02,Australia,,,,,True
Mark Haddon,1962-10-28,,,,,,True
Ben Tibber,,,,,,,False
Random House Audio,,,,,,,False
Michael Lark,,,,,,,False
Stephen Hanselman,,,,,,,False
Brian Holsopple,,,,,,,False
LevelFiveMedia,,,,,,,False
M. M. Chouinard,,,,,,,False
Christian Fox,1981-04-11,United Kingdom,,,,,True
Lorelei Avalon,,,,,,,False
Craig Smith,,,,,,,True
Anne Flosnik,,,,,,,False
Justine Eyre,,,,,,,False
Stephen Shanahan,,,,,,,False
Tom Hanks,1956-07-09,United States,,,,,True
Jen Fisch,,,,,,,False
Tom Robinson,1950-06-01,Cambridgeshire,,New_wave_music; Pop_music; Punk_rock; Rock_music,,,True
Tamaryn Payne,1988-09-25,,,,,,True
Bea Holland,,,,,,,False
Dom Thornburn,,,,,,,False
Kate Rudd,,,,,,,False
Patrick Lencioni,,,,,,,True
J. Kenji López-Alt,1979-10-31,,,,,,True
Janet Mills,,,,,,,False
Andrew Mayne,,,,,,,False
Susannah Jones,,,,,,,False
Christina Moore,1973-04-12,,,,,,True
Christopher Greyson,,,,,,,False
Amy McFadden,,,,,,,False
A. J. Rivers,,,,,,,False
Claire Duncan,,,,,,,False
Clare Corbett,,,,,,,True
India Fisher,,,,,,,True
Reg Keeland,,,,,,,False
Abi Daré,,,,Young_adult_fiction,,,True
Marius Gabriel,,,,,,,False
Mary Jane Wells,,,,,,,False
Ron Rifkin,1939-10-31,,,,,,True
Sally Hepworth,,,,,,,True
Barrie Kreinik,,,,,,,False
F. Scott Fitzgerald,,,,,,,True
Jake Gyllenhaal,1980-12-19,,,,,,True
Francis Scott Key Fitzgerald,,,,,,,False
Mark White,,,,,,,True
Arin Murphy-Hiscock,,,,,,,False
Gabra Zackman,,,,,,,False
Lucy Foley,,England,,,,,True
Jot Davies,,,,,,,False
Chloe Massey,,,,,,,False
Olivia Dowd,,,,,,,False
Aoife McMahon,,,,,,,False
Sarah Ovens,,,,,,,False
Rich Keeble,,,,,,,False
Claire Danes,1979-04-12,Television in the United States,,,,,True
Valerie Martin,1948-03-14,,,,,,True
full cast,,,,,,,False
Sally Thorne,,,,,,,False
Katie Schorr,,,,,,,False
Wendy Webb,,,,,,,False
Alka Joshi,,,,,,,True
Sneha Mathan,,,,,,,False
Amanda Gorman,1998-03-07,United States,,,,,True
Andy Serkis,1964-04-20,United Kingdom,,,,,True
Rob Inglis,,,,,,,False
Clea Shearer,,,,,,,False
Joanna Teplin,,,,,,,False
Daniel Henning,,,,,,,False
Nick Chamian,,,,,,,False
Gary Furlong,,,,,,,False
Elle Newlands,,,,,,,False
Morag Sims,,,,,,,False
Moira Quirk,1968-10-30,Rutland,,,,,True
Benjamin Graham,1894-05-09,,1976-09-21,,http://dbpedia.org/resource/Bill_Ackman; http://dbpedia.org/resource/David_Dodd; http://dbpedia.org/resource/Irving_Kahn; http://dbpedia.org/resource/Jean-Marie_Eveillard; http://dbpedia.org/resource/Seth_Klarman; http://dbpedia.org/resource/Walter_J._Schloss; http://dbpedia.org/resource/Warren_Buffett; http://dbpedia.org/resource/William_J._Ruane,,True
Luke Daniels,1988-01-05,United Kingdom,,,,,True
Jason Zweig,,,,,,,False
Jenna Lamia,,,,,,,True
Adepero Oduye,1978-01-11,United States,,,,,True
Patrice Karst,,,,,,,False
Joanne Lew-Vriethoff,,,,,,,False
Sally Lloyd-Jones,,,,,,,False
David Suchet,1946-05-02,United Kingdom,,,,,True
Jago,,,,,,,True
Barbara Davis,1929-10-09,United States,,,,,True
Leanne Vogel,,,,,,,False
Carley Roney,,,,,,,False
Soraya M. Lane,,,,,,,False
Sarah Zimmerman,,,,,,,False
Julie Clark,,,,,,,True
Khristine Hvam,,,,,,,False
Liv Constantine,,,,,,,False
Meghan Wolf,,,,,,,False
Laura Dave,1977-07-18,United States,,,,,True
Peter Giles,1970-04-18,Canada,,,,,True
Kathryn Hughes,,,,,,,True
Rachel Atkins,,,,,,,False
Emily Woo Zeller,,,,,,,False
Marie Kondō,,,,,,,False
Lucy Scott,1971-01-19,United Kingdom,,,,,True
Sarah Penner,,,,,,,False
Lorna Bennett,1952-06-07,,,Reggae,,,True
Lauren Anthony,,,,,,,False
Lauren Irwin,,,,,,,False
Joshua Swanson,,,,,,,True
Christopher Hart,,,,Historical_fiction,,,True
Mariah Carey,1993-09-23,,,,,,True
Matt Haig,1975-07-03,,,,,,True
Carey Mulligan,1985-05-28,,,,,,True
Ben Miles,1966-09-29,United Kingdom,,,,,True
Lucinda Riley,1965-02-16,Northern Ireland,2021-06-11,,,,True
Brittainy Cherry,,,,,,,False
Jordan Cobb,,,,,,,False
James Shippy,,,,,,,False
Lisa Sterle,,,,,,,False
Karen McQuestion,,,,,,,False
Stacey Glemboski,,,,,,,False
Michelle Alexander,1967-10-07,United States,,,,,True
Karen Chilton,,,,,,,False
Kaira Rouda,1963-05-17,United States,,Psychological_thriller,,,True
Teri Clark Linden,,,,,,,False
Stephen Graybill,,,,,,,False
Rachel L. Jacobs,,,,,,,False
Polly Stone,,,,,,,False
Timothy Miller,,,,,,,False
Claire Hamilton,1989-01-31,Scotland,,,,,True
Rellek Publishing Partners,,,,,,,False
Brian Nishii,,,,,,,False
Robb Pearlman,,,,,,,False
Melanie Demmer,,,,,,,False
GMAC (Graduate Management Admission,,,,,,,False
The College Board,,,,,,,False
Ernest Hemingway,1899-07-21,United States,1961-07-02,,,,True
Donald Sutherland,,Scotland,1919-10-24,,,,True
Michael,,,,,,,True
John Marrs,,,,,,,False
Vicki Hall,,,,,,,False
Simon Bubb,,,,,,,False
Sophie Aldred,1962-08-20,United Kingdom,,,,,True
Patricia Castelao,,,,,,,False
S. E. Hinton,1948-07-22,,,Children's_books; Screenplays; Young-adult_novel,,,True
Jim Fyfe,,,,,,,True
Suzanne Toren,,,,,,,False
Miranda Cowley Heller,,,,,,,False
Nan McNamara,,,,,,,False
Christine Williams,1944-01-12,,,,,,True
Erin Bennett,,,,,,,False
Dan John Miller,,,,,,,True
Jeneva Rose,,,,,,,False
Neil Hellegers,,,,,,,False
Teri Schnaubelt,,,,,,,False
Dreamscape Media,,,,,,,False
Noah Galvin,1994-05-06,United States,,,,,True
Oscar Wilde,,,,,,,True
Michael Page,1987-04-07,United Kingdom,,,,,True
Naxos Audio,,,,,,,False
Peter Batchelor,1950-09-21,Australia,,,,,True
Russell Tovey,1981-11-14,Essex,,,,,True
Simon Prebble,1942-02-13,England,,,,,True
B. J. Harrison (Narrator,,,,,,,False
Jean Hanff Korelitz,1961-05-16,,,,,,True
Deborah Diesen,,,,Children's_literature,,,True
Dan Hanna,,,,,,,False
Mike Chamberlain,,,,,,,False
Joseph Murphy,,Republic of Ireland,,,,,True
Adenrele Ojo,,,,,,,False
Dennis Quaid,1954-04-09,United States,,,,,True
Jeremy Davidson,,,,,,,True
Tony Tony Goldwyn,,,,,,,False
Fajer Al-Kaisi,1979-05-07,Iraq,,,,,True
James Chen,,,,,,,True
Amanda Dolan,,,,,,,False
Mary Stuart Masterson,1966-06-28,,,,,,True
Company,,,,,,,True
Morgan Housel,,,,,,,False
Chris Hill,,,,,,,True
Ashley Audrain,,,,,,,True
Walter Tevis,1928-02-28,United States,1984-08-09,Fiction; Science_fiction,,,True
J. D. Jackson,,,,,,,True
J. Alison James,,,,,,,False
ACT,,,,,,,True
Pamela M. Kelley,,,,,,,False
Grover Gardner,,,,,,,False
Gildan Media,,,,,,,False
Michael Rowe,,,,,,,True
Mitch Horowitz,,,,,,,True
Mitch Horowitz - abridgement,,,,,,,False
introduction,,,,,,,False
G,,,,,,,True
Charles Conrad,1804-12-24,United States,1878-02-11,,,,True
Robert Iger,,,,,,,False
Jim Frangione,,,,,,,False
Arthur Edward Waite,1857-10-02,United States,1942-05-19,,,,True
Cormac McCarthy,1933-07-20,United States,,Apocalyptic_and_post-apocalyptic_fiction; Southern_gothic; Western_fiction,,,True
Ian Morgan Cron,,,,,,,False
Hayek,,,,,,,False
John Bolton,1881-10-03,Australia,1935-09-23,,,,True
Ari Fliakos,,,,,,,False
Dan O'Grady,1968-08-16,,,,,,True
Raynor Winn,,,,,,,False
Sarah Pearse,,,,,,,False
Frances Hodgson Burnett,1849-11-24,United Kingdom,1924-10-29,,,,True
Karen Inglis,,,,,,,False
Jane Healey,,,,,,,False
Sarah Mollo-Christensen,,,,,,,False
Kate Hewitt,,,,,,,False
Alma Cuervo,1951-08-13,United States,,,,,True
Wm. Paul Young,,,,,,,False
Campbell Scott,1961-07-19,,,,,,True
Jack Hawkins,1910-09-14,Middlesex,1973-07-18,,,,True
Kerry Fisher,,,,,,,False
Martin Shaw,1944-09-22,,,,,,True
Frazer Douglas,,,,,,,False
Ambrosia Hawthorn,,,,,,,False
Rebecca Mitchell,1981-04-22,,,,,,True
Jeffrey Eisner,,,,,,,False
T. L. Swan,,,,,,,False
Sebastian York,,,,,,,False
C. J. Bloom,,,,,,,False
Sejal Badani,,,,,,,False
Richard Armitage,1971-08-22,United Kingdom,,,,,True
Jack Carr,1878-10-07,United Kingdom,1948-03-17,,,,True
Ann Dowd,1956-01-30,,,,,,True
Bryce Dallas Howard,1981-03-02,United States,,,,,True
Tantoo Cardinal,1950-07-20,,,,,,True
Kelly Rimmer,,,,,,,False
Ann Marie Gideon,,,,,,,False
Nancy Peterson,,,,,,,False
Richard Osman,1970-11-28,United Kingdom,,,,,True
Lesley Manville,1956-03-12,East Sussex,,,,,True
Marian Keyes,1963-09-10,Republic of Ireland,,,,,True
Crazy Corey,,,,,,,False
Rhys Bowen,,,,,,,False
June,,,,Emo; Pop_punk,,,True
Lucy,,,,,,,True
Simon Rush,,,,,,,False
Cynthia Farrell,,,,,,,False
Deacon Lee,,,,,,,False
Dinah Bucholz,,,,,,,False
Michael A. Singer,,,,,,,False
Shayna Small,,,,,,,False
Steven Pressfield,,,,Historical_fiction,,,True
Minka Kent,,,,,,,False
Joe Morton,,,,,,,False
Meghan Quinn,,,,,,,False
Lauren Sweet,,,,,,,False
Tor Thom,,,,,,,False
Melissa Hartwig Urban,,,,,,,False
Dallas Hartwig,,,,,,,False
Kim Krans,,,,,,,False
Mela Lee,,,,,,,True
Will Collyer,,,,,,,False
Tarryn Fisher,,South Africa,,,,,True
Emily Winfield Martin,,,,,,,True
Helen Duff,,,,,,,False
Tish Rabe,,,,,,,False
Aristides Ruiz,,,,,,,False
Julianne MacLean,,,,,,,False
Carlotta Brentan,,,,,,,False
Rachel Howzell Hall,,,,,,,False
Michael Crouch,1933-05-27,Australia,2018-02-09,,,,True
Jay Shetty,1987-09-06,,,,,,True
Napoleon Hill,1830-08-25,United States,1909-11-02,,,,True
Erik Synnestvedt,,,,,,,False
Napoleon Hill Foundation,,,,,,,False
Patrick Egan,1923-07-20,Republic of Ireland,,,,,True
Adam Kay,1980-06-12,East Sussex,,,,,True
David Biro,,,,,,,True
Sissy Spacek,1949-12-25,United States,,,,,True
Trump Mary L,,,,,,,False
Mary L. Trump,1965-05-03,United States,,,,,True
Sujatha Lalgudi,,,,,,,False
Dustin Brady,,,,,,,False
Kaleo Griffith,,,,,,,False
Fred Reichheld,,,,,,,False
Rob Markey,,,,,,,True
Portia de Rossi,1973-01-31,Australia,,,,,True
Katy Tur,1983-10-26,United States,,,,,True
Jenni Rivera,,,,,,,True
Marissa Mateo,,,,,,,False
Brian MacKenzie,,,,,,,False
Laura Hillenbrand,1967-05-15,United States,,,,,True
Don Rosa,,,,,,,True
MaryJanice Davidson,,,,Erotica; Fantasy; Horror_fiction; Romance_novel,,,True
Bill Nye,1955-11-27,,,,,,True
Frances Mayes,1940-03-23,,,,,,True
Nancy Horan,,,,,,,False
Ben H. Winters,1976-06-14,,,,,,True
Robert Macfarlane,1976-08-15,United Kingdom,,,,,True
Seth Casteel,,,,,,,False
Sarah Vowell,1969-12-27,,,,,,True
Omarosa Manigault Newman,,,,,,,False
Frederick Woolverton,,,,,,,False
Susan Shapiro,,United States,,Non-fiction,,,True
Cory Booker,,,,,,,False
John Darnielle,1967-03-16,,,Folk_music; Folk_rock; Indie_folk; Indie_rock; Lo-fi_music,,,True
Perry Noble,,,,,,,False
Jennifer Holland,1987-11-09,United States,,,,,True
KEI,,,,,,,False
Deborah Feldman,1986-08-17,,,,,,True
Peter Mallouk,,,,,,,False
Debbie Reynolds,1932-04-01,,2016-12-28,,,,True
Dorian Hannaway,,,,,,,False
Maria Sharapova,1987-04-19,Russia,,,,,True
Rich Cohen,1968-07-30,United States,,,,,True
Tim Green,1963-12-16,,,,,,True
Bill Schley,,,,,,,False
Lisa Damour,1970-11-07,,,,,,True
Meredith Baxter,1947-06-21,,,,,,True
Susan Spencer-Wendel,,,,,,,False
Ron Kaufman,,,,,,,False
J. B. West,1912-07-27,United States,1983-07-18,,,,True
Mary Lynn Kotz,,,,,,,False
Pedram Shojai,,,,,,,False
Harvey Mackay,,,,,,,False
Grace Grant,,,,,,,False
Gary John Bishop,,,,,,,False
Activity Slayer,,,,,,,False
Silly Bear,,,,,,,False
Glennon Doyle,1976-03-20,,,,,,True
David Lloyd,1656-01-01,Wales,1751-04-06,,,,True
Thomas J. Anderson,1837-03-04,,1910-04-13,,,,True
Leigh Dragoon,,,,,,,False
Emma Vieceli,,,,,,,False
Matsuri Hino,,,,,,,True
Mark Bittman,1950-02-17,,,,,,True
Roberto Martin,,,,,,,False
Vern Yip,1968-06-27,,,,,,True
Rob Thomas,1965-08-15,,,,,,True
Jennifer Graham,,,,,,,False
Gordon D'Angelo,,,,,,,False
Gabriel Hernandez Walta,,,,,,,False
Svetlana Alexievich,1948-05-31,Ukraine,,,,,True
Susan Casey,,,,,,,False
VTech,,,,,,,False
Robyn Carr,,,,Romance_novel,,,True
Thérèse Plummer,,,,,,,False
Neil Young,,,,,,,True
Elisabeth Naughton,,,,,,,False
Steve Dublanica,,,,,,,False
Karl Weber,1996-11-17,,,,,,True
Amanda Knox,1987-07-09,United States,,,,,True
Michael Strahan,,,,,,,False
Crystal McVea,,,,,,,False
Rae Carson,,,,,,,False
Sonia Choquette,,,,,,,False
Carl Barks,,,,,,,True
Michael Morpurgo,1943-10-03,Hertfordshire,,,,,True
Greg Weisman,1963-09-28,United States,,,,,True
Michael Ondaatje,1943-09-12,British Ceylon,,,,,True
Isaac Marion,1981-12-30,,,,,,True
Alexander Rose,,,,,,,True
David Hackett Fischer,1935-12-02,,,History,,,True
Janelle Brown,,,,,,,False
Dave Gibbons,,,,,,,False
Alan Moore Dave Gibbons,,,,,,,False
Mark Mazzetti,1974-05-13,,,,,,True
Tommy Wallach,,,,,,,False
Liz Welch,,,,,,,False
Matthew Thomas,,,,,,,True
Kids,,,,,,,True
Ryan T. Higgins,,,,,,,False
Simon Mainwaring,,,,,,,True
Hafsah Faizal,,,,,,,False
Gillian Gill,,,,,,,False
E. Lockhart,,,,,,,False
Allen Childs,,,,,,,False
David Osborn,,,,,,,False
Paul Morris,,,,,,,True
Cathy O'Neil,,,,,,,True
Brian Souza,,,,,,,False
the Weight Watchers staff,,,,,,,False
Jean Stein,1934-02-09,,2017-04-30,,,,True
Raymond Obstfeld,,,,,,,False
Ben Nemtin,,,,,,,False
Dave Lingwood,,,,,,,False
Duncan Penn,,,,,,,False
Jonnie Penn,1987-01-02,,,,,,True
Ylvis,,,,Comedy_music; Parody; Satire; Sketch_comedy,,,True
Hillary Clinton,,,,,,,True
Stephen A. Schwarzman,,,,,,,False
Kate Fagan,1981-11-15,,,,,,True
Rielle Hunter,1964-03-20,United States,,,,,True
Cat Warren,,,,,,,False
Heidi Murkoff,1958-11-28,,,,,,True
Sharon Mazel,,,,,,,False
Ben Horowitz,1966-06-13,United Kingdom,,,,,True
Sarah Mlynowski,1977-01-04,,,,,,True
William Davis,,,,,,,True
Paul Kalanithi,1977-04-01,,2015-03-09,,,,True
Al Yankovic,,,,,,,False
Carli Lloyd,1982-07-16,United States,,,,,True
Larry Bird,1956-12-07,,,,,,True
Earvin "Magic" Johnson,,,,,,,False
Jackie MacMullan,,,,,,,False
Kelsey Timmerman,,,,,,,False
Jonathan Bush,1931-05-06,,2021-05-05,,,,True
Stephen Baker,1946-05-30,,,,,,True
Delia Owens,,,,,,,True
Grace Lin,1974-05-17,,,,,,True
Frank Bruni,,,,,,,False
HILL ERIC,,,,,,,False
Reese Witherspoon,1976-03-22,United States,,,,,True
Mary Pflum Peterson,,,,,,,False
Rik Hoskin,,,,,,,False
Julius Gopez,,,,,,,False
Pete Townshend,1945-05-19,United Kingdom,,Art_rock; Hard_rock; Jazz; Power_pop; Rock_music,,,True
Jim Gigliotti,,,,,,,False
David Reich,,,,,,,False
The Staff of the Late Show With Stephen Colbert,,,,,,,False
Robert Wright,1752-11-20,British America,1826-09-07,,,,True
Greg Smith,1991-01-08,,,,,,True
Pele,,,,,,,True
Brian Winter,,,,,,,True
Emily A. Duncan,,,,,,,False
StacyPlays,,,,,,,False
Rory Power,,,,,,,False
Drew Barrymore,1975-02-22,,,,,,True
Ian Doescher,,,,,,,True
James S. Hirsch,,,,,,,False
A. Scott Berg,1949-12-04,United States,,,,,True
Frank I. Luntz,,,,,,,False
Tui T. Sutherland,1978-07-31,Venezuela,,Children's_literature,,,True
Marie Rutkoski,1977-03-05,,,,,,True
S. Jae-Jones,,,,,,,False
Dara Naraghi,,,,,,,False
Victor Santos,1997-06-27,,,,,,True
Nikki R. Haley,,,,,,,False
E. B. Sledge,,,,,,,False
Suki Kim,,South Korea,,Essay; Novel,,,True
Mamoru Hosoda,1967-09-19,Japan,,,,,True
Yu,,,,,,,True
Ab Wambach,,,,,,,False
Geneen Roth,,,,,,,False
Sheila Heti,1976-12-25,,,,,,True
Heidi Julavits,1969-04-20,,,,,,True
Leanne Shapton,,,,,,,True
639 Others,,,,,,,False
Rachel Ignotofsky,,,,,,,False
Mary Pipher,,,,,,,True
Ivanka Trump,1981-10-30,United States,,,,,True
Phil Hester,1955-04-30,,2013-09-17,,,,True
Pattie Boyd,,,,,,,False
Penny Junor,1949-10-06,United Kingdom,,,,,True
Philip Glass,,,,,,,False
Judy Melinek,,,,,,,True
T. J. Mitchell,,,,,,,False
Micky Neilson,,,,,,,False
Sean Galloway,,,,,,,False
Henry Kissinger,,,,,,,False
Sarah Petty,,,,,,,False
Erin Verbeck,,,,,,,False
Leon Panetta,1938-06-28,,,,,,True
Jim Newton,,,,,,,False
Shaka Senghor,,,,,,,False
Jessica Townsend,,,,,,,False
Conor Riordan,,,,,,,False
Gemma Correll,1984-02-03,United Kingdom,,,,,True
Matt Bates,,,,,,,False
Chris Whitaker,,,,,,,True
George Newbern,1964-12-30,,,,,,True
Georgia Hunter,,,,,,,True
Kathleen Gati,1957-08-13,,,,,,True
Robert Fass,,,,,,,False
Joe Mathieu,,,,,,,False
Michael Rosen,1938-03-07,,,,,,True
Lynda Rutledge,,,,,,,False
Danny Campbell,,,,,,,True
Tamara Lovatt-Smith,,,,,,,False
Adir Levy,,,,,,,False
Amy Harmon,,,,,,,False
Heidi E. Murkoff,,,,,,,False
Meeghan Holaway,,,,,,,True
Emma Bing,,,,,,,False
James Patrick Cronin,,,,,,,False
Inés del Castillo,,,,,,,False
Almarie Guerra,,,,,,,False
Tanis Parenteau,,,,,,,False
Mat Vairo,,,,,,,False
Jasmin Walker,,,,,,,False
Sofia Willingham,,,,,,,False
Sunil Malhotra,,,,,,,False
Matthew Paul Turner,,,,,,,False
Brianna Caplan Sayres,,,,,,,False
Christian Slade,,,,,,,False
Karen Katz,1947-09-16,United States,,,,,True
Glendy Vanderah,,,,,,,False
Wilson Rawls,,,,,,,False
Anthony Heald,,,,,,,False
Eric Hill,1927-09-07,United Kingdom,2014-06-06,,,,True
Robin DiAngelo,1956-09-08,,,,,,True
Michael Eric Dyson,1958-10-23,United States,,,,,True
Spencer Johnson,1981-12-12,,,,,,True
Kenneth Blanchard,,,,,,,False
Tony Roberts,1969-08-04,Wales,,,,,True
Karen Ziemba,1957-11-12,,,,,,True
The Staff of The Late Show with,,,,,,,False
Sherry Argov,,,,,,,False
Matthew Walker,1942-04-11,England,,,,,True
John Sackville,1713-06-22,,1765-12-03,,,,True
Bernadette Dunne,,,,,,,False
Barbara O'Connor,1950-11-09,,,,,,True
